ID,Age,Income,Employment_Years,Married,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Debt_to_Income,Payment_History,Purpose_loan,Loan_Approval
611750850,65,21630.31677,0,0,0,133566.9628,15,658.0627813,0,0.363945595,1,Debt_Consolidation,0
611740851,51,43293.275,9.699236945,0,3,202369.9152,20,556.3788074,0,0.443380864,1,Home,1
611730852,55,89040.22034,12.48212361,0,2,154763.4946,30,650.341098,0,0.564380182,0,Home,1
611720853,37,57282.80709,8.822789453,1,0,76704.83538,20,850,3,0.327302771,1,Personal,1
611710854,57,81961.33932,12.09113308,0,0,185822.5793,10,641.0020132,0,0.280131902,1,Business,1
611700855,39,33995.84237,5.708222036,1,3,156142.9059,3,612.4972578,0,0.197617279,1,Personal,1
611690856,64,56378.97808,14.43915394,1,4,331646.661,15,592.5086706,0,0.327939069,1,Business,1
611680857,53,42940.22514,11.92028019,0,2,201851.7286,30,701.7269526,1,0.281571651,1,Business,1
611670858,55,102295.8709,4.035262485,1,4,112483.8102,20,765.7456627,2,0.336829012,1,Home,1
611660859,60,69553.26261,21.81342266,0,0,95586.12717,7,629.7281363,1,0.361396235,1,Personal,1
611650860,47,54927.06342,6.178549521,1,3,246615.7853,20,568.430911,1,0.247268211,1,Business,1
611640861,25,35217.74046,6.153181905,1,0,54512.89544,15,584.7265849,1,0.214459161,1,Home,1
611630862,69,67221.62368,8.462556545,0,4,62087.02147,5,637.3486668,1,0.330443996,0,Debt_Consolidation,0
611620863,32,60004.66662,6.413254163,1,4,202145.0625,5,714.0027822,3,0.416496946,1,Debt_Consolidation,1
611610864,38,52698.11746,1.66471449,1,1,98652.76521,10,682.9916396,3,0.385266223,1,Home,1
611600865,67,79619.5396,4.034164706,0,2,279203.2283,15,850,3,0.607951744,1,Business,1
611590866,63,49010.49311,7.829463995,0,1,79666.00002,3,727.1452794,2,0.327627079,0,Debt_Consolidation,1
611580867,41,71247.50574,8.607837439,1,0,69794.82096,5,725.4456145,0,0.210793277,1,Debt_Consolidation,1
611570868,42,52974.50882,3.646894884,1,3,276623.3859,10,783.6653372,0,0.24627075,1,Debt_Consolidation,1
611560869,66,62067.50009,12.37918664,0,4,106831.091,3,744.1905454,1,0.23120476,1,Business,1
611550870,68,44273.58172,0,0,1,301589.52,15,815.7979974,0,0.320876113,1,Education,0
611540871,35,95169.52139,7.320543072,1,4,143825.2087,30,801.5420415,1,0.447053824,1,Home,1
611530872,57,16877.0776,5.978883548,1,4,100335.8589,30,670.4783612,2,0.441865303,1,Education,0
611520873,36,101009.932,7.487603884,1,4,1000,7,780.4134642,2,0.236042489,1,Business,1
611510874,38,74715.88649,16.11971744,0,1,190385.204,15,691.9906607,1,0.577135537,1,Debt_Consolidation,1
611500875,54,59186.24442,20.14467369,1,0,60696.7926,3,641.8609979,0,0.319892458,1,Home,1
611490876,56,38209.94505,14.74721253,0,0,156516.3855,7,708.4699637,0,0.324495419,1,Home,1
611480877,39,81289.40801,0,1,0,205823.5982,30,641.9882537,0,0.434253161,1,Business,1
611470878,62,90164.6855,11.20253341,0,1,122012.5321,15,850,1,0.113766168,0,Debt_Consolidation,1
611460879,52,60140.89576,4.134809088,1,2,189471.4402,5,575.8577172,1,0.235984158,1,Debt_Consolidation,1
611450880,47,80227.90171,8.342991771,1,1,120124.6033,30,716.07515,1,0.411819067,1,Home,1
611440881,28,74898.28368,9.875950085,0,4,198339.9515,10,718.6699724,1,0.120211766,1,Personal,1
611430882,56,57255.7624,15.03649853,1,4,136069.7427,20,643.0208138,1,0.322262381,1,Business,1
611420883,20,60731.28699,17.30686536,1,1,109610.516,10,625.7732309,1,0.17560827,1,Home,1
611410884,57,59818.18513,17.55797506,1,4,128630.1886,15,693.8554319,1,0.35186284,1,Personal,1
611400885,21,0,7.368759261,0,2,98000.25715,5,850,1,0.222665433,1,Debt_Consolidation,1
611390886,47,36985.42765,10.07622617,0,0,113366.5431,15,808.7410554,0,0.317838753,1,Debt_Consolidation,1
611380887,66,107020.088,14.88637193,1,3,151893.4222,5,654.9733408,2,0.629323363,1,Personal,1
611370888,19,48007.33151,8.875772203,1,1,259175.6143,15,744.6958807,2,0.184813308,1,Personal,1
611360889,56,81628.91375,18.56259645,1,1,56838.49869,30,711.4936054,1,0.338634065,1,Education,1
611350890,25,84823.24423,6.333425027,1,0,153315.4631,10,710.7980889,1,0.208988984,1,Home,1
611340891,52,59821.90969,15.10847942,0,2,217010.4671,3,751.658497,2,0.288689723,1,Home,1
611330892,35,46845.94116,0,1,0,59693.47874,5,733.6233086,1,0.167877063,0,Personal,1
611320893,56,116813.411,12.14607522,0,4,156643.3597,20,721.6094866,2,0.537992184,1,Business,1
611310894,41,25154.2239,3.144965883,1,4,183206.4991,10,701.7557838,1,0.333628456,1,Personal,0
611300895,65,90199.851,2.80314197,1,4,139375.5602,5,612.3976696,0,0.546972284,1,Education,1
611290896,47,43427.33319,18.68805815,1,1,40729.68409,15,747.8927241,3,0.139042478,1,Business,1
611280897,30,64907.61042,0,1,4,161891.224,3,684.9945593,2,0.206558439,1,Home,1
611270898,30,57879.50813,1.344469506,0,0,224914.662,30,568.4681396,1,0.562677527,1,Business,1
611260899,26,73075.99082,11.90862094,0,2,230789.4378,5,645.2167147,0,0.376074733,1,Home,0
611250900,22,28137.67794,10.36541336,0,1,96404.03909,30,697.3043633,1,0.318765968,1,Education,1
611240901,69,67456.77762,9.002250196,0,3,109341.316,15,682.503239,1,0.48441412,1,Education,1
611230902,44,40672.91361,1.057448755,0,3,89679.90589,30,585.3763693,0,0.101912582,1,Debt_Consolidation,1
611220903,18,60115.02718,4.345671899,0,2,229692.9004,30,850,0,0.216764847,1,Debt_Consolidation,1
611210904,56,85248.88742,0,1,0,149900.2441,10,800.0396913,1,0.139003882,1,Education,1
611200905,51,122788.4899,5.79718233,1,4,196506.9898,15,532.0100759,0,0.284102558,1,Education,1
611190906,61,89645.72997,7.397147716,0,2,100933.4804,30,739.3310694,1,0.235041851,0,Home,1
611180907,58,77042.26725,7.042214208,0,2,188614.5885,30,599.7861622,1,0.393301405,0,Debt_Consolidation,1
611170908,18,66924.86301,7.810501689,1,3,46850.94885,10,704.9413486,0,0.385620777,1,Personal,1
611160909,52,67192.44018,0,0,1,143337.5894,30,530.3917168,0,0.492966342,1,Debt_Consolidation,1
611150910,27,116098.0319,2.024457199,1,3,77402.78704,7,695.1997268,0,0.273820945,1,Home,1
611140911,32,109772.3658,11.78023888,0,3,240908.0035,10,791.7248922,4,0.382990731,1,Business,1
611130912,46,68943.06924,3.562953186,1,3,260602.0489,7,776.3203619,1,0.515896826,1,Education,1
611120913,31,54869.29044,5.942706846,0,4,59951.72008,3,785.440678,1,0.28574011,0,Personal,1
611110914,35,74712.51966,17.99877916,1,4,160129.1779,10,707.0742222,2,0.134973569,0,Debt_Consolidation,1
611100915,60,66717.96318,12.32336465,0,2,312516.3026,3,806.8943437,0,0.233521008,1,Education,1
611090916,44,45250.55773,8.747062425,0,3,31884.92906,15,593.3619429,1,0.218960063,1,Debt_Consolidation,1
611080917,18,86723.98838,13.13522926,0,2,164032.6153,20,687.7799047,1,0.45131724,1,Business,1
611070918,18,89598.0121,16.14794309,0,2,69658.63327,10,769.4595659,1,0.355866776,1,Home,1
611060919,50,60174.10559,5.697965393,1,4,215843.2348,10,710.5431123,0,0.07021453,0,Personal,1
611050920,44,71667.90585,14.3192692,1,1,122160.6037,7,850,1,0.339556794,1,Home,1
611040921,43,62353.10669,16.17191599,0,3,82170.36578,3,728.1978002,0,0.230148309,1,Personal,1
611030922,39,41783.04833,13.43316771,0,4,255866.0029,30,572.2594611,4,0.423830838,1,Personal,0
611020923,44,64872.68013,6.779763136,0,4,208197.6121,15,804.2293474,1,0.265694077,1,Education,1
611010924,41,41326.80767,4.735490074,1,3,55499.40768,10,783.19089,0,0.513251026,1,Debt_Consolidation,1
611000925,21,19615.83872,10.97263063,1,4,96349.68232,10,630.7359775,0,0.435576384,1,Personal,0
610990926,21,52262.48095,6.42322911,0,4,168966.9597,20,669.8903556,2,0.431802248,0,Personal,1
610980927,34,62420.70444,7.137519828,1,0,12626.15785,3,850,2,0.424472667,1,Business,1
610970928,52,54196.76704,9.352988581,0,1,181194.1994,10,661.1721441,1,0.358278281,1,Home,1
610960929,69,51432.33616,6.101420899,0,0,195846.836,20,632.7354155,1,0.241278652,0,Education,1
610950930,46,1848.407165,5.006300938,1,3,152182.805,20,669.6574372,0,0.295571871,1,Education,0
610940931,51,69606.97087,12.01315351,1,3,120693.6173,5,646.8382064,0,0.310225553,1,Education,0
610930932,37,79032.63909,4.673422445,0,3,163165.6683,15,800.1868808,0,0.14593281,1,Debt_Consolidation,1
610920933,29,18253.30833,9.513384467,1,3,167263.5605,3,474.5642327,1,0.13441297,0,Business,1
610910934,51,56064.46666,0.404473544,0,0,110279.6963,5,800.2951816,3,0.581482523,0,Personal,1
610900935,38,88882.51029,13.06833543,1,4,99958.25723,7,616.0853421,1,0.602163368,1,Home,1
610890936,28,57022.84641,7.897866289,0,3,284203.0837,7,850,0,0.417485856,1,Business,1
610880937,22,45951.34381,0.397687088,0,3,167984.7625,20,593.1371969,2,0.244825774,1,Business,0
610870938,66,50612.65284,3.959056709,1,4,141856.1879,15,651.1082577,0,0.217270976,1,Home,1
610860939,69,50096.34775,0.401055983,1,3,306377.2257,7,628.0093595,0,0,1,Business,1
610850940,64,50264.96142,5.892567321,0,2,79089.8745,10,627.4925063,2,0.284110064,0,Debt_Consolidation,1
610840941,36,100982.5971,6.630579434,0,4,115874.3441,3,635.4479801,2,0.498241626,1,Business,0
610830942,21,62768.08585,4.36731893,0,0,252205.562,3,780.5948389,1,0.352059678,1,Education,1
610820943,40,44087.36593,3.763429861,1,1,38243.79933,3,622.8760201,1,0.292614072,1,Education,1
610810944,33,82537.41333,10.97729497,0,3,124776.7466,5,608.6793099,0,0.206445411,1,Business,1
610800945,21,43639.95262,9.108853912,0,1,156156.5175,3,721.6255836,1,0.288045626,1,Personal,1
610790946,36,51332.26168,4.994949397,0,0,139239.7702,20,653.5781604,1,0.27206304,1,Education,1
610780947,56,52122.4916,0.969419095,1,1,185840.9202,3,806.7929102,1,0.319105311,1,Debt_Consolidation,1
610770948,45,30348.26922,11.4111054,1,4,84139.77614,30,711.9100568,0,0.109966895,1,Personal,1
610760949,65,83277.89771,14.9381544,1,3,121720.4387,3,612.7566559,0,0.303347483,1,Personal,1
610750950,35,49432.13851,7.556661953,0,1,68553.54498,3,689.1656408,2,0.162503697,1,Home,1
610740951,37,51913.01445,11.79968491,0,4,79045.16159,10,687.7668948,0,0.213720762,1,Education,1
610730952,51,56875.50674,10.65898699,0,2,115011.9354,10,842.9961187,1,0.292077863,1,Personal,1
610720953,68,97706.18508,7.017435428,1,4,234484.3318,30,850,0,0.494570168,1,Personal,1
610710954,48,62530.6932,6.574027627,1,0,153854.3977,7,597.0837667,1,0.236145044,1,Education,1
610700955,64,27482.45576,14.06238352,1,1,15975.82426,5,586.4257107,0,0.148906151,1,Education,1
610690956,68,104317.2915,4.230150574,1,1,95282.91914,15,541.7340328,1,0.471728436,0,Personal,0
610680957,27,90116.861,5.627765043,1,2,122419.8313,3,829.0885896,1,0.052075467,1,Education,1
610670958,52,67005.13853,12.90958582,1,0,185835.8885,10,636.2918822,2,0.306595169,1,Personal,1
610660959,68,75426.57612,10.36070201,0,3,182651.8595,5,629.1723662,1,0.457367421,1,Business,1
610650960,58,52449.22443,10.39411955,0,4,141431.7064,10,552.8756304,0,0.320226783,0,Debt_Consolidation,1
610640961,34,35885.80169,0,0,4,44031.18004,5,510.9342045,0,0.205022631,1,Personal,1
610630962,65,16752.55421,11.98482898,1,3,156325.5774,5,812.844666,1,0.226674072,1,Business,1
610620963,57,64688.46961,0,0,1,64561.34068,3,638.0723831,0,0.234773465,1,Personal,1
610610964,58,1840.961007,5.920918951,1,2,145901.4791,5,721.9991474,2,0.596273488,1,Business,0
610600965,44,46259.88538,2.375299891,1,3,182656.174,20,675.2883599,1,0.077495078,1,Business,0
610590966,36,53554.26558,1.858256174,1,0,160754.9132,10,829.019255,2,0.244323346,1,Home,1
610580967,19,70739.07501,12.34222155,1,2,139414.476,3,713.5524298,2,0.361666358,1,Home,1
610570968,38,68021.91278,6.160353909,0,1,90283.19079,3,727.9841305,2,0.202025072,1,Education,1
610560969,43,73320.83252,7.716939564,0,1,154739.5203,10,730.2322747,1,0.34559245,1,Education,1
610550970,31,45556.2373,11.97249145,1,2,115460.7434,3,765.4138376,0,0.479508077,0,Business,0
610540971,60,23958.87134,5.958589932,1,3,233048.29,30,682.1142174,2,0.208499943,1,Business,1
610530972,49,19302.55384,10.11822894,0,3,236532.6404,30,604.3063821,0,0.155601731,1,Home,0
610520973,42,16130.28145,10.9905089,1,2,64131.88068,30,728.6693854,2,0.326309312,1,Education,1
610510974,37,41407.09787,5.184929025,0,0,127733.5513,15,751.7684194,1,0.265777169,1,Debt_Consolidation,1
610500975,44,57571.72227,5.627547776,1,1,180401.5627,15,525.9773419,1,0.395371955,0,Personal,1
610490976,54,40263.86599,9.858596193,1,4,220260.4258,30,763.5577203,1,0.476196655,1,Business,1
610480977,19,92234.92159,4.945661109,0,1,158894.5817,7,626.8907167,2,0.431992872,1,Debt_Consolidation,1
610470978,18,24097.71219,0.301702905,1,0,125912.2951,7,813.5874277,1,0.320973924,1,Home,1
610460979,66,10400.08292,0,0,0,192272.5744,15,744.2436913,0,0.375793047,1,Business,1
610450980,31,88158.68831,4.344078795,1,4,124848.2197,30,698.8919474,0,0.368242229,1,Personal,1
610440981,36,84238.70167,2.136525552,0,2,194963.3431,20,614.6774019,0,0.44867297,1,Business,0
610430982,62,83489.48531,8.435531097,1,0,85047.41661,20,850,2,0.081679432,1,Home,1
610420983,25,85847.26973,9.752507484,0,1,38841.12222,3,530.0020193,1,0.373627427,1,Business,1
610410984,68,48496.22596,7.053668845,0,1,119374.749,3,572.403343,1,0.463855057,1,Personal,1
610400985,30,56591.72894,12.55125841,0,4,125494.1558,20,721.7069581,0,0.247010404,1,Education,1
610390986,54,64014.43374,6.901989529,0,1,308370.9914,30,513.1746169,1,0.30798959,1,Debt_Consolidation,1
610380987,48,55282.24679,17.27216717,1,3,111622.9596,5,757.7368298,1,0.425680258,0,Home,1
610370988,50,84927.34389,8.811915926,1,1,107880.0993,3,617.0526201,1,0.554800696,1,Debt_Consolidation,1
610360989,40,118755.145,8.453954515,1,2,111418.7429,7,656.5811544,3,0.35541001,0,Personal,1
610350990,42,29410.82036,6.485575611,1,4,179622.8461,3,641.4244287,0,0.380201546,1,Home,1
610340991,27,50752.23826,17.5114157,0,0,208957.224,15,725.7285888,0,0.320383712,1,Home,1
610330992,54,76740.56581,8.749153643,0,2,102939.1887,10,722.9391941,2,0.360178214,1,Home,1
610320993,49,23227.28107,0,1,2,72191.87277,30,836.0112011,0,0.547377257,1,Debt_Consolidation,1
610310994,42,85402.33804,6.585013264,1,1,252802.1992,10,818.8618716,2,0.336205435,1,Business,1
610300995,31,77222.27331,0,1,2,252614.1768,15,682.0615194,0,0.356839135,1,Education,0
610290996,33,65296.96697,0,0,0,83306.08781,20,697.5632158,3,0.346595625,1,Home,0
610280997,54,49493.28486,10.4968983,1,0,109612.5085,15,850,0,0.240232727,1,Home,1
610270998,40,53991.79406,10.75796507,1,0,162654.1933,5,670.9961456,0,0.177556175,0,Home,1
610260999,24,43342.89499,2.991890673,0,3,99743.20696,10,691.7844141,1,0.418302682,1,Business,0
610251000,53,48613.4904,6.171565076,0,3,111817.9012,15,758.409018,1,0.343311178,1,Personal,1
610241001,65,55324.15928,3.745107854,1,2,168792.9367,20,763.5128501,2,0.658849002,1,Business,1
610231002,43,53745.30417,12.26087091,0,0,203611.2516,10,850,1,0.063236254,1,Education,1
610221003,47,48843.93314,5.421163277,1,3,144790.0461,15,795.4034039,1,0.389241999,1,Debt_Consolidation,1
610211004,20,743.6879984,0.093223869,1,4,217674.4321,10,694.1793947,2,0.199846758,1,Debt_Consolidation,1
610201005,37,84347.628,17.80814737,0,1,194176.731,3,739.3936814,0,0.023961802,1,Debt_Consolidation,1
610191006,32,87379.01029,7.66347165,0,2,93578.33837,30,668.8696892,1,0.161502142,1,Education,1
610181007,66,111371.3655,5.727387965,1,0,179805.3025,7,801.7241351,1,0.341151716,1,Personal,1
610171008,57,56221.19283,12.61888926,1,0,81615.15888,3,689.6704407,0,0.453902267,1,Debt_Consolidation,1
610161009,23,85878.2229,17.54648525,1,0,174946.5589,7,791.5935247,1,0.239961327,1,Home,1
610151010,41,46471.86569,4.581571425,0,3,245158.5441,15,685.45284,0,0.485889669,1,Debt_Consolidation,1
610141011,62,31640.09043,5.788855371,0,4,87196.34367,5,631.0402654,1,0.553787309,1,Personal,1
610131012,65,50930.34181,3.527443892,1,0,126259.0723,10,768.0886212,1,0.493581249,1,Debt_Consolidation,1
610121013,19,49843.93878,1.565097179,1,4,181951.8759,30,794.4698872,3,0.182858498,1,Education,0
610111014,18,70097.88953,10.06997934,0,3,215204.7881,5,766.9470164,0,0.400963139,1,Education,1
610101015,60,50017.94642,7.734200971,0,1,257581.8987,5,663.7687169,0,0.168821833,1,Business,0
610091016,51,16970.60437,10.52375344,0,2,84139.86952,10,714.0742494,1,0.25461536,1,Business,1
610081017,68,52862.40758,0,0,0,175091.8226,30,550.7077574,2,0.42388757,1,Debt_Consolidation,1
610071018,61,71412.55838,16.8041567,0,2,194752.1536,30,551.9542888,1,0.506567615,0,Debt_Consolidation,1
610061019,37,58469.26562,13.69902108,1,4,54179.6382,10,614.0239364,0,0.293118148,1,Debt_Consolidation,1
610051020,56,76823.58011,12.31530391,1,0,62906.66606,3,580.2842579,4,0.35309116,1,Personal,1
610041021,44,108867.7799,10.50374183,1,0,88104.70911,3,611.2780741,0,0.162131222,1,Home,1
610031022,38,76482.70299,17.52776334,0,0,176918.2486,10,708.695329,1,0.235675087,1,Business,1
610021023,26,37743.6395,7.438620657,1,4,198515.2849,15,850,1,0.687807617,1,Business,1
610011024,55,90387.01484,9.170306554,1,3,229212.3033,15,638.822374,1,0.256280515,1,Business,1
610001025,54,95159.26013,6.570720219,1,2,196326.7041,3,670.6309774,2,0.160118202,1,Education,1
609991026,31,29159.6644,8.12557042,0,2,196337.8664,30,691.0235113,1,0.480459076,1,Home,1
609981027,21,73907.7253,11.40891591,0,3,106549.4573,15,771.5261534,2,0.376374156,1,Home,1
609971028,36,75743.74696,13.58434081,0,0,136550.3979,7,647.1094426,1,0.285688088,1,Personal,1
609961029,62,71084.94877,12.17458674,0,0,114135.9977,30,806.5751129,2,0.148632609,1,Home,1
609951030,20,8424.704712,0,1,3,252927.2959,5,826.7360182,4,0.301274253,0,Education,0
609941031,23,76968.56504,5.410973673,0,2,219788.3074,20,570.1051739,3,0.441045056,1,Personal,0
609931032,31,65656.58291,1.065602647,0,1,240239.8019,7,513.0020477,1,0.241149183,1,Education,1
609921033,35,66357.89066,10.24554045,1,1,188777.0734,20,681.3191457,1,0.487917431,1,Debt_Consolidation,1
609911034,26,60711.58621,7.912320457,1,3,166714.7997,3,676.3658377,0,0.459163703,1,Personal,1
609901035,33,98954.59077,9.455259505,1,0,217515.424,10,590.2330225,0,0.253748395,1,Personal,0
609891036,66,58477.05418,8.350624662,0,4,237169.5833,5,747.4554762,1,0.619324624,1,Education,1
609881037,28,44709.96052,12.21653337,1,2,119159.4892,30,677.4029045,3,0.509943926,1,Home,1
609871038,47,47724.25755,12.23079631,0,0,24407.27807,3,486.2551294,2,0.347063819,1,Education,1
609861039,26,62160.75473,11.23238393,0,0,149594.1499,20,706.3697205,1,0.469546622,1,Debt_Consolidation,1
609851040,49,59239.93084,5.112989039,1,1,180377.2203,15,630.8403292,4,0.37386914,1,Home,1
609841041,25,43477.64158,10.77570405,0,4,133415.0406,15,712.9546705,0,0.553178068,1,Education,1
609831042,35,38280.59123,4.901241717,0,0,134320.2014,7,639.5038246,1,0.467529807,1,Debt_Consolidation,1
609821043,54,83426.67188,10.86395681,0,2,240259.5043,3,712.3495931,0,0.64781134,0,Business,1
609811044,40,84334.14881,6.611906504,1,1,245821.426,20,698.4261618,0,0.270924124,1,Debt_Consolidation,1
609801045,61,77092.73842,4.417635495,1,2,1000,7,715.1915782,1,0.514592933,1,Debt_Consolidation,1
609791046,59,28793.23725,8.078971505,1,0,89936.93129,10,643.8505742,1,0.270755073,1,Home,1
609781047,57,64122.75359,6.528596937,1,2,26029.90782,3,634.0275329,1,0.090715568,1,Education,1
609771048,28,77679.65463,13.98547263,0,2,217375.9594,30,715.0941354,1,0.53650833,1,Home,1
609761049,57,62102.6622,6.977501706,1,0,252679.5975,20,605.6788911,1,0.286232357,0,Debt_Consolidation,1
609751050,57,62205.89385,5.042420652,0,4,188443.7365,7,812.6801924,1,0.340580995,1,Education,1
609741051,56,47404.01865,11.56167633,1,4,139903.8425,10,633.4615561,0,0.158832488,1,Personal,0
609731052,51,75709.5509,14.52033232,0,4,29577.49477,30,669.976074,1,0.222150383,0,Business,1
609721053,69,115517.0949,0,0,1,25140.82489,3,634.4174055,0,0.357725294,0,Personal,0
609711054,49,53735.99078,7.37212206,1,4,152490.7635,20,447.2834396,4,0.293303169,1,Business,1
609701055,41,47246.98151,4.384921509,1,4,171995.3532,15,739.6338162,1,0.488239324,1,Debt_Consolidation,1
609691056,23,89963.31568,8.33765532,0,1,57845.49297,20,693.6195442,1,0.083065115,1,Debt_Consolidation,1
609681057,69,75531.36135,0.598098063,0,4,140845.5228,5,569.8309272,0,0.415486414,1,Business,0
609671058,37,32212.36548,8.036414935,0,0,3438.731975,5,712.0862168,0,0.218767494,1,Home,1
609661059,32,47192.06724,2.594939651,0,2,200454.5233,10,612.6743323,1,0.339256925,1,Personal,1
609651060,18,69791.76539,4.631715642,1,0,58727.80674,3,679.4023721,2,0.335622599,1,Personal,1
609641061,42,10892.68694,12.82089387,0,2,70389.52703,3,709.9762169,1,0.264713664,1,Debt_Consolidation,1
609631062,60,76362.64382,3.275651139,0,3,1000,7,569.766276,2,0.436604354,1,Debt_Consolidation,1
609621063,55,96491.37074,6.083090489,1,3,161937.3945,3,715.0323887,1,0.176606435,1,Business,1
609611064,30,76255.55984,8.095170881,0,4,52140.46698,7,600.1634694,3,0.248234592,1,Personal,1
609601065,49,89929.66212,1.854985698,0,4,264762.9041,5,731.6916987,0,0.426845076,1,Home,1
609591066,54,50959.18691,15.2762132,0,2,109566.7004,20,704.642926,1,0.20663593,1,Education,1
609581067,31,82466.21147,12.12591862,1,4,149368.9751,3,574.5813366,1,0.118049595,1,Home,1
609571068,18,18615.77796,0.964757345,1,3,232190.5091,3,573.3770471,0,0.298945261,1,Education,0
609561069,36,68151.10941,8.497787988,0,3,86869.94483,30,850,0,0.146948595,1,Personal,1
609551070,65,77690.91059,6.198615766,0,0,264958.7914,30,459.5481615,1,0.241301688,1,Home,1
609541071,67,35503.35511,8.567075991,1,3,127802.1372,10,850,2,0.27864414,1,Home,1
609531072,65,41385.98649,12.02541894,0,3,118482.0694,5,831.6698065,0,0.311571263,1,Debt_Consolidation,1
609521073,30,45849.63543,7.458144817,1,0,128071.8485,30,627.3256257,1,0.344356818,1,Debt_Consolidation,1
609511074,45,25736.02395,13.10489803,0,3,173354.6518,15,797.5626059,1,0.113881683,1,Education,1
609501075,42,48419.02158,5.898658629,0,2,233634.7689,3,677.9738997,1,0.34178885,1,Home,0
609491076,43,89878.4795,19.55629502,0,2,223871.2577,5,646.7681859,0,0.307976692,1,Home,1
609481077,55,49430.02863,10.25719383,1,0,137054.7564,10,635.4522822,0,0.244124647,1,Debt_Consolidation,1
609471078,21,70552.71484,8.327516341,0,0,240300.0848,20,649.5336626,2,0.39623884,1,Home,0
609461079,33,52825.19536,14.93138041,0,1,238523.8738,3,726.5707099,1,0.42476439,1,Personal,1
609451080,32,12376.60556,12.99815522,1,4,197888.7434,20,668.8246661,3,0.284446141,1,Debt_Consolidation,1
609441081,64,71040.71621,0,1,3,243436.6166,3,746.1155201,3,0.172291954,1,Debt_Consolidation,1
609431082,26,39350.39555,6.642208481,1,4,182104.4061,20,797.2395902,0,0.477612891,1,Home,1
609421083,45,55352.8641,7.593071529,0,3,68069.7354,5,709.0478847,1,0.595098294,0,Business,1
609411084,36,28860.15221,5.26607922,0,2,194958.0761,5,740.934753,0,0.351646474,1,Business,1
609401085,33,84781.46645,10.62653731,0,2,177748.441,30,780.5669403,1,0.299403853,1,Personal,1
609391086,64,40875.20128,8.23264233,0,3,72600.15815,15,788.8044202,2,0.264125545,1,Personal,1
609381087,45,38298.40233,2.875252344,1,4,165701.5748,7,630.0787153,1,0.367517438,1,Education,1
609371088,66,86594.34959,9.514476313,1,3,223058.8851,20,736.2208553,2,0.203936393,1,Education,1
609361089,27,50138.18266,2.325047661,1,4,127271.8634,20,811.2738803,3,0.289390426,1,Home,1
609351090,26,59046.49786,4.502695632,0,0,188478.2193,3,739.063122,1,0.228471345,1,Debt_Consolidation,1
609341091,45,51740.59842,2.340568107,1,4,64733.19807,3,621.923313,0,0.305695898,1,Debt_Consolidation,1
609331092,46,70751.64218,5.667257769,1,0,150491.0975,20,663.3519874,1,0.239533185,1,Business,1
609321093,43,10254.61203,15.41781621,1,1,201306.2984,15,703.0323872,0,0.208387105,1,Education,1
609311094,19,107735.4663,3.279362218,0,2,86265.37477,5,713.4088686,1,0.380076286,0,Debt_Consolidation,1
609301095,27,31316.46209,4.125913682,1,4,160756.7391,7,767.0936939,1,0.444155465,1,Home,1
609291096,19,47861.64903,15.68568905,1,4,77968.73097,7,712.1957023,2,0.334622175,0,Debt_Consolidation,1
609281097,18,39165.66103,7.063993154,1,3,114873.8484,10,646.9820317,0,0.33072951,1,Debt_Consolidation,1
609271098,25,52216.30282,5.303071365,1,1,140066.646,30,779.7262438,1,0.182209613,1,Education,1
609261099,54,47443.12064,8.299566185,1,0,221600.0112,30,850,1,0.14391515,1,Home,1
609251100,62,75548.64527,5.084990758,1,2,138827.1251,20,850,0,0.263558584,1,Business,1
609241101,57,55414.75032,0.634621785,1,4,165189.0662,15,835.2281083,1,0.091560659,1,Personal,1
609231102,61,104155.9965,15.76223774,0,1,106111.0611,20,804.0872193,1,0.594574813,1,Home,1
609221103,64,54280.0373,10.25744241,0,3,291566.3513,20,495.6172484,3,0.113829183,1,Education,1
609211104,25,102114.4937,6.905570382,1,3,75234.96789,30,802.5626278,1,0.453378422,1,Business,1
609201105,58,53601.73596,5.617599348,1,3,234004.2478,20,647.9784974,3,0.280152763,1,Home,1
609191106,44,67959.32349,3.58510813,1,0,263434.1794,3,705.9969479,2,0.399031848,1,Home,1
609181107,65,48992.58032,10.25498685,1,1,29303.4685,10,678.3816536,2,0.428082624,1,Home,0
609171108,66,57859.79878,6.659739187,0,4,214125.1226,15,744.0566903,4,0.237324334,1,Business,1
609161109,64,44987.22455,19.28814273,1,0,130787.557,10,539.0461923,3,0,1,Business,0
609151110,47,80280.0882,11.30615255,0,1,83655.82899,5,674.6134872,1,0.490787999,1,Education,1
609141111,69,84773.95468,5.232373158,0,2,170802.9714,3,672.5124561,1,0.136433374,1,Debt_Consolidation,1
609131112,33,72420.31268,6.65814353,1,4,190669.4543,10,779.8107713,2,0,1,Personal,1
609121113,30,52559.72595,5.374207347,0,1,206331.7907,15,784.7761211,0,0.137664129,1,Business,1
609111114,24,23736.25567,0,0,1,1000,3,739.3625415,1,0.112530804,1,Personal,1
609101115,68,47319.61131,3.503163601,1,2,50841.15439,5,630.2765483,2,0.513114957,1,Debt_Consolidation,0
609091116,21,33250.99609,8.024552793,1,3,10640.62397,3,517.2335871,3,0.204326172,1,Debt_Consolidation,1
609081117,23,50261.43014,10.70388759,0,0,127042.5455,10,850,0,0.160449175,0,Personal,1
